"","Country","BattleDeaths","InterpersonalInjuries","PolStability","Voice","GovEffect","RegQuality","RuleofLaw","Corruption","BirthRegistration","IC.BUS.EASE.XQ","BLeducationyears","tenyearavg","SI.POV.GINI","Health.Care.Capabilities","WorldRiskIndex"
"46","Congo, The Democratic Republic Of",1472,1236.7,-2.23,-1.47,-1.59,-1.28,-1.55,-1.3,28,184,2.61,0.471818181818182,44.43,1,NA
"47","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Costa Rica",NA,32.6,0.67,1.05,0.47,0.58,0.5,0.59,100,83,5.25,4.82509090909091,48.61,NA,17.33
"49","Cote D'Ivoire",NA,179.1,-1.05,-0.77,-1.04,-0.73,-0.93,-0.79,65,147,3.24,0.613818181818182,43.19,1,9.29
"50","Croatia",NA,3.7,0.61,0.47,0.69,0.44,0.26,0.11,NA,65,6.6,1.20909090909091,33.61,4,4.28
"51","Cuba",NA,32.6,0.37,-1.4,-0.44,-1.62,-0.63,0.12,100,NA,5.41,NA,NA,2,6.42
"52","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Cyprus",NA,0.9,0.52,0.97,1.35,0.91,1,1.24,100,64,5.8,1.34918181818182,NA,4,2.76
"54","Czech Republic",NA,8.1,1.05,0.96,0.88,1.09,1,0.19,100,44,8.56,2.631,26.39,4,3.46
"55","Denmark",NA,3.7,0.95,1.68,1.97,1.8,1.87,2.41,100,4,5.59,0.560818181818182,26.88,4,2.93
"56","Djibouti",NA,5.6,-0.12,-1.44,-1.18,-0.55,-0.76,-0.44,92,155,NA,-1.604625,39.96,2,9.93
"57","Dominica",NA,NA,1.2,0.99,0.71,0.27,0.63,0.69,NA,97,NA,2.56590909090909,NA,4,NA
"58","Dominican Republic",NA,61.3,0.19,0.08,-0.49,-0.11,-0.53,-0.85,81,84,4.92,4.72381818181818,45.68,3,11.5
"59","Ecuador",NA,171.1,-0.2,-0.29,-0.49,-0.94,-0.95,-0.61,90,115,5.06,4.60727272727273,46.57,2,7.63
"60","Egypt",NA,148.1,-1.62,-1.04,-0.89,-0.7,-0.6,-0.6,99,112,3.84,4.43227272727273,30.75,3,2.29
"61","El Salvador",NA,318.2,-0.04,-0.05,-0.13,0.31,-0.68,-0.35,99,109,6.02,1.886,41.8,2,17.12
"62","Equatorial Guinea",NA,9.1,0.08,-1.96,-1.59,-1.44,-1.32,-1.61,54,165,NA,7.48763636363636,NA,1,4.71
"63","Eritrea",NA,27.7,-0.78,-2.15,-1.54,-2.23,-1.39,-0.79,NA,189,NA,1.72681818181818,NA,2,6.26
"64","Estonia",NA,3.4,0.73,1.09,0.98,1.43,1.16,1.11,100,17,5.98,3.519,32.69,4,2.43
"65","Ethiopia",73,734.3,-1.39,-1.29,-0.52,-1.13,-0.62,-0.5,7,132,NA,9.75390909090909,33.6,1,7.57
"66","Falkland Islands (Malvinas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Faroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Fiji",NA,2.2,-0.03,-0.81,-0.96,-0.57,-0.84,-0.4,NA,81,6.48,1.83981818181818,42.83,3,13.65
"69","Finland",NA,6.7,1.36,1.58,2.17,1.85,1.93,2.19,100,9,5.41,1.20836363636364,27.79,5,2.24
"70","France",NA,47.6,0.42,1.2,1.47,1.15,1.4,1.3,100,31,4.89,1.07890909090909,31.69,5,2.69
"71","French Guiana",NA,NA,0.22,1.13,1.07,1.3,1.14,1.13,NA,NA,NA,NA,NA,2,NA
"72","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"73","Gabon",NA,9.7,0.34,-0.86,-0.77,-0.56,-0.52,-0.56,90,144,4.79,1.07063636363636,42.19,2,6.26
"74","Gambia",NA,12.3,-0.05,-1.25,-0.72,-0.37,-0.59,-0.7,53,138,2.21,3.10690909090909,47.28,2,12.23
"75","Georgia",NA,6.3,-0.46,0.1,0.53,0.74,-0.02,0.36,100,15,NA,6.32381818181818,41.35,3,6.8
"76","Germany",NA,48.1,0.93,1.41,1.52,1.55,1.62,1.78,100,14,4.83,1.16709090909091,30.63,5,3.01
"77","Ghana",NA,106,0.02,0.41,-0.09,0.08,0.11,-0.07,63,70,4.05,7.08254545454545,42.76,2,8.77
"78","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Greece",NA,11,-0.2,0.65,0.45,0.62,0.44,-0.11,100,61,5.75,-0.417545454545455,34.74,4,7.1
"80","Greenland",NA,NA,1.91,1.24,0.91,1.4,1.69,1.23,NA,NA,NA,NA,NA,5,NA
"81","Grenada",NA,NA,0.42,0.82,0.27,0.35,0.16,0.41,NA,126,NA,1.67990909090909,NA,3,1.44
"82","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"83","Guam",NA,NA,0.83,0.83,-0.04,0.6,1.14,0.82,NA,NA,NA,NA,NA,NA,NA
"84","Guatemala",NA,561.5,-0.69,-0.4,-0.71,-0.21,-1.11,-0.58,97,73,3.62,3.466,52.35,2,20.68
"85","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Guinea",NA,68.5,-1.23,-1.06,-1.32,-1.01,-1.42,-1.06,58,169,NA,2.79818181818182,33.68,1,8.53
"87","Guinea-Bissau",NA,9.4,-0.93,-1.41,-1.44,-1.3,-1.62,-1.33,24,179,NA,3.11772727272727,35.52,1,13.75
"88","Guyana",NA,10.7,-0.44,-0.01,-0.16,-0.62,-0.52,-0.64,88,123,5.27,2.92618181818182,44.54,2,11.81
"89","Haiti",NA,219.4,-0.66,-0.79,-1.53,-0.95,-1.3,-1.15,80,180,3.25,1.39754545454545,59.21,1,12
"90","Holy See (Vatican City State)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Honduras",NA,158.3,-0.47,-0.51,-0.74,-0.2,-1.23,-0.95,94,104,4.49,4.12536363636364,57.4,2,10.8
"92","Hong Kong",NA,NA,0.88,0.7,1.73,1.93,1.54,1.63,NA,3,5.61,4.39627272727273,NA,NA,NA
"93","Hungary",NA,10.2,0.78,0.73,0.64,0.89,0.56,0.29,100,54,7.69,1.16363636363636,28.94,4,5.46
"94","Iceland",NA,0.2,1.26,1.46,1.48,1.09,1.65,1.9,100,12,5.82,2.37290909090909,26.3,5,1.56
"95","India",395,4039.1,-1.19,0.41,-0.19,-0.47,-0.1,-0.56,84,142,3.3,7.35672727272727,33.6016803694848,2,7.04
"96","Indonesia",NA,253.8,-0.5,0,-0.24,-0.2,-0.55,-0.62,67,114,5.1,5.70436363636364,38.1406894995898,2,10.55
"97","Iran, Islamic Republic Of",NA,204.1,-1.27,-1.6,-0.7,-1.5,-0.98,-0.68,99,130,4.32,3.24463636363636,38.28,3,4.88
"98","Iraq",1870,159.4,-1.99,-1.1,-1.08,-1.26,-1.47,-1.25,99,156,4.23,11.8349,29.54,2,4.84
"99","Ireland",NA,3.4,0.88,1.31,1.46,1.58,1.72,1.54,100,13,6.65,1.54436363636364,32.06,5,4.52
"100","Isle Of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Israel",NA,9.2,-1.09,0.63,1.22,1.16,0.95,0.84,100,40,6.38,4.00972727272727,42.78,5,2.38
"102","Italy",NA,37.9,0.51,0.93,0.45,0.77,0.36,-0.04,100,56,4.69,-0.200181818181818,35.52,5,4.48
"103","Jamaica",NA,44,0.18,0.5,-0.02,0.23,-0.39,-0.37,98,58,5.47,0.513,45.51,3,12.2
"104","Japan",NA,36.8,0.98,1.1,1.59,1.1,1.41,1.65,100,29,5.91,0.895,32.11,5,13.38
"105","Jersey",NA,NA,1.48,1.24,1.34,1.19,1.69,1.23,NA,NA,NA,NA,NA,NA,NA
"106","Jordan",NA,25.9,-0.62,-0.82,-0.11,0.11,0.39,0.09,99,117,5.48,5.482,33.69,3,4.75
"107","Kazakhstan",NA,75.8,-0.38,-1.22,-0.54,-0.38,-0.67,-0.9,100,77,3.97,7.13636363636364,28.56,2,3.74
"108","Kenya",NA,165.4,-1.15,-0.24,-0.49,-0.35,-0.74,-1.06,60,136,4.47,4.92118181818182,47.68,2,7
"109","Kiribati",NA,NA,1.32,0.82,-0.85,-1.38,0.14,-0.04,94,134,NA,1.45018181818182,NA,2,1.72
"110","Korea, Democratic People'S Republic Of",NA,NA,-0.53,-2.19,-1.93,-2.52,-1.29,-1.36,NA,NA,NA,NA,NA,1,NA
"111","Korea, Republic Of",NA,80.5,0.24,0.69,1.12,0.98,0.94,0.55,NA,5,5.77,3.76136363636364,NA,4,4.8
"112","Korea, Republic Of",NA,36.1,0.24,0.69,1.12,0.98,0.94,0.55,100,5,5.77,3.76136363636364,NA,4,4.8
"113","Korea, Republic Of",NA,36.1,0.24,0.69,1.12,0.98,0.94,0.55,NA,5,5.77,3.76136363636364,NA,4,4.8
"114","Korea, Republic Of",NA,80.5,0.24,0.69,1.12,0.98,0.94,0.55,100,5,5.77,3.76136363636364,NA,4,4.8
"115","Kosovo",NA,NA,-0.98,-0.27,-0.41,-0.04,-0.57,-0.64,NA,75,NA,4.14209090909091,NA,NA,NA
"116","Kuwait",NA,2,0.14,-0.65,-0.07,-0.09,0.39,-0.15,NA,86,3.07,5.709,NA,4,3.34
"117","Kyrgyzstan",NA,18.4,-0.91,-0.57,-0.69,-0.33,-1.14,-1.12,98,102,3.95,4.64490909090909,33.39,2,8.33
"118","Lao People'S Democratic Republic",NA,25.1,0.06,-1.59,-0.76,-0.85,-0.77,-0.9,75,148,3.36,7.62481818181818,36.22,1,5.75
"119","Latvia",NA,5.3,0.57,0.74,0.88,1.03,0.75,0.27,100,23,5.02,3.67381818181818,36.03,4,3.45
"120","Lebanon",NA,5.5,-1.69,-0.44,-0.39,-0.09,-0.78,-0.92,100,104,NA,5.196,NA,3,5.01
"121","Lesotho",NA,51.2,0.33,0.08,-0.38,-0.35,-0.26,0.23,45,128,4.83,4.14627272727273,54.17,2,7.03
"122","Liberia",NA,17.6,-0.46,-0.45,-1.33,-0.92,-0.92,-0.68,4,174,2.88,3.10627272727273,38.16,1,7.9
"123","Libyan Arab Jamahiriya",NA,6.8,-1.81,-1,-1.5,-1.83,-1.36,-1.52,NA,188,4.53,8.23163636363636,NA,2,4
"124","Liechtenstein",NA,NA,1.41,1.46,1.73,1.56,1.59,1.83,100,NA,NA,NA,NA,NA,NA
"125","Lithuania",NA,9.7,0.92,0.92,0.82,1.13,0.79,0.36,100,24,5.17,4.15109090909091,32.63,4,3.01
"126","Luxembourg",NA,0.4,1.33,1.61,1.62,1.76,1.79,2.11,100,59,5.58,2.13609090909091,NA,5,2.52
"127","Macao",NA,NA,0.77,-0.3,1.04,1.33,0.63,0.59,NA,NA,4.87,NA,NA,NA,NA
"128","Macedonia, The Former Yugoslav Republic Of",NA,2.7,-0.37,-0.04,-0.06,0.32,-0.2,0.02,100,30,NA,3.2,44.2,3,6.14
"129","Madagascar",NA,167.5,-0.71,-0.78,-1.12,-0.67,-0.9,-0.69,83,163,NA,3.043,40.63,1,11.2
"130","Malawi",NA,29.3,-0.22,-0.19,-0.56,-0.68,-0.19,-0.64,2,164,4.15,4.03727272727273,46.18,1,8.21
"131","Malaysia",70,40.9,0.05,-0.32,1.1,0.62,0.48,0.41,NA,18,5.37,5.06845454545455,46.21,4,6.51
"132","Maldives",NA,0.8,0.14,-0.43,-0.28,-0.39,-0.68,-0.51,93,116,3.89,7.81654545454545,37.37,3,NA
"133","Mali",834,79,-1.69,-0.3,-0.84,-0.5,-0.75,-0.73,81,146,1.33,5.428,33.02,1,8.85
"134","Malta",NA,0.3,1.01,1.13,1.25,1.29,1.32,0.99,100,94,5.82,1.94163636363636,NA,4,0.62
"135","Marshall Islands",NA,NA,1.1,1.2,-1.58,-1.1,0.13,-0.02,96,139,NA,1.537,NA,2,NA
"136","Martinique",NA,NA,0.67,0.61,0.74,0.83,0.88,0.82,NA,NA,NA,NA,NA,4,NA
"137","Mauritania",NA,12.8,-1.02,-0.93,-0.9,-0.7,-0.95,-0.68,59,176,3.61,3.95381818181818,40.46,1,8.17
"138","Mauritius",NA,2.6,0.94,0.89,0.88,0.94,0.9,0.3,NA,28,4.92,4.09609090909091,35.9,3,14.78
"139","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Mexico",NA,1909.2,-0.74,0.08,0.31,0.46,-0.58,-0.48,93,39,5.08,2.52809090909091,48.07,3,6.27
"141","Micronesia, Federated States Of",NA,NA,1.11,1.02,-0.56,-0.97,0.07,-0.17,NA,145,NA,0.231727272727273,61.1,2,NA
"142","Moldova, Republic Of",NA,15.6,-0.03,-0.11,-0.4,-0.09,-0.41,-0.74,100,63,3.91,4.83145454545455,30.63,2,4.92
"143","Monaco",NA,NA,1.06,0.83,NA,NA,0.94,NA,100,NA,NA,NA,NA,5,NA
"144","Mongolia",NA,15.3,0.5,0.07,-0.54,-0.29,-0.37,-0.46,99,72,3.19,9.03109090909091,36.52,2,3
"145","Montenegro",NA,1.1,0.49,0.18,0.16,0.05,0.02,-0.25,99,36,NA,3.66290909090909,30.63,3,NA
"146","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Morocco",NA,57,-0.5,-0.72,-0.07,-0.17,-0.25,-0.36,94,71,2.81,4.59890909090909,40.88,2,6.8
"148","Mozambique",28,207.2,-0.27,-0.29,-0.65,-0.41,-0.85,-0.65,48,127,1.58,7.33509090909091,45.66,1,9.03
"149","Myanmar",249,471.1,-1.15,-1.5,-1.51,-1.51,-1.22,-1.07,72,177,3.17,9.579,NA,1,9.14
"150","Namibia",NA,26,0.93,0.39,0.19,0.05,0.25,0.3,78,88,4.79,4.69654545454545,61.32,3,5.61
"151","Nauru",NA,NA,1.1,1.07,-0.59,-1.39,0.58,-0.58,83,NA,NA,NA,NA,2,NA
"152","Nepal",NA,45.2,-1.14,-0.57,-0.93,-0.87,-0.76,-0.68,42,108,2.8,4.35672727272727,32.82,1,5.29
"153","Netherlands",NA,11.6,1.12,1.58,1.77,1.77,1.81,2.05,100,27,5.95,1.05427272727273,28.87,5,8.25
"154","Netherlands Antilles",NA,NA,0.72,0.39,0.74,0.83,0.88,0.82,NA,NA,NA,NA,NA,5,NA
"155","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"156","New Zealand",NA,5.2,1.45,1.62,1.75,1.81,1.86,2.35,100,2,6.41,2.285,NA,5,4.2
"157","Nicaragua",NA,45.4,-0.25,-0.45,-0.82,-0.3,-0.65,-0.73,85,119,4.17,3.65454545454545,45.73,2,14.87
"158","Niger",NA,57.8,-1.3,-0.36,-0.71,-0.61,-0.75,-0.57,64,168,1.43,5.41945454545455,31.16,1,11.45
"159","Nigeria",1614,2309.7,-2.08,-0.74,-1.01,-0.71,-1.16,-1.2,30,170,NA,8.71127272727273,42.95,1,8.24
"160","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Norfolk Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Norway",NA,2.6,1.33,1.76,1.86,1.65,1.97,2.29,100,6,6.22,1.47981818181818,26.83,5,2.31
"164","Oman",NA,3.8,0.48,-1,0.21,0.47,0.56,0.08,NA,66,NA,4.06645454545455,NA,3,2.74
"165","Pakistan",1774,752.3,-2.59,-0.83,-0.8,-0.71,-0.88,-0.93,34,128,2.66,4.63836363636364,29.63,2,7.07
"166","Palau",NA,NA,1.1,1.22,-0.59,-1.01,0.9,-0.58,NA,113,NA,1.03236363636364,NA,2,NA
"167","Palestinian Territory, Occupied",NA,NA,-1.9,-0.87,-0.78,0.15,-0.44,-0.71,99,143,NA,NA,34.46,1,NA
"168","Panama",NA,78.6,-0.13,0.41,0.32,0.37,-0.24,-0.36,NA,52,5.27,7.71545454545455,51.9,3,7.41
"169","Papua New Guinea",NA,25.3,-0.52,0.02,-0.71,-0.52,-0.98,-1.04,NA,133,3.57,5.73145454545455,50.88,2,16.74
"170","Paraguay",NA,66.3,-0.67,-0.13,-0.88,-0.32,-0.82,-1.04,76,92,5.11,4.80736363636364,48.01,2,3.74
"171","Peru",NA,110.1,-0.77,0.04,-0.14,0.45,-0.61,-0.44,96,35,5.22,6.08554545454545,45.33,3,6.91
"172","Philippines",514,878,-1.06,-0.01,0.06,-0.07,-0.43,-0.4,90,95,5.35,5.35281818181818,43.03,3,28.25
"173","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Poland",NA,61.1,0.95,0.97,0.71,1.05,0.79,0.55,100,32,7.39,4.049,32.78,4,3.28
"175","Portugal",NA,8.3,0.74,1.04,1.23,0.79,1.03,0.92,100,25,4.88,-0.148272727272727,NA,5,3.61
"176","Puerto Rico",NA,NA,0.26,0.66,0.36,0.84,0.68,0.5,NA,47,NA,NA,NA,NA,NA
"177","Qatar",NA,2.4,1.22,-0.86,1.07,0.74,1.04,1.24,NA,50,5.07,13.3256363636364,NA,4,0.08
"178","Reunion",NA,NA,0.47,1.26,1,1.07,0.88,0.82,NA,NA,NA,NA,NA,NA,NA
"179","Romania",NA,30.4,0.15,0.29,-0.07,0.59,0.11,-0.2,NA,48,6.56,3.46427272727273,27.33,3,6.55
"180","Russian Federation",316,762.5,-0.75,-1.01,-0.36,-0.37,-0.78,-0.99,100,62,5.14,4.40254545454545,39.69,3,3.85
"181","Rwanda",NA,174.4,-0.08,-1.18,0,0.03,-0.15,0.65,63,46,3.64,7.32372727272727,50.82,2,7.3
"182","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Saint Kitts And Nevis",NA,NA,0.98,1.14,0.9,0.4,0.73,0.98,NA,121,NA,1.322,NA,3,NA
"185","Saint Lucia",NA,NA,0.87,1.18,0.97,0.42,0.75,1.17,92,100,NA,1.76772727272727,42.58,3,NA
"186","Saint Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Saint Pierre And Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Saint Vincent And The Grenadines",NA,NA,0.92,1.05,0.9,0.31,0.86,0.98,NA,103,NA,2.11918181818182,NA,3,NA
"189","Samoa",NA,NA,1.01,0.47,0.14,-0.23,0.72,0.2,48,67,NA,1.64381818181818,NA,3,NA
"190","San Marino",NA,NA,1.1,1.21,NA,NA,0.94,NA,100,93,NA,0.728363636363636,NA,5,NA
"191","Sao Tome And Principe",NA,NA,0.12,0.11,-0.74,-0.81,-0.82,-0.38,75,153,NA,NA,33.87,2,NA
"192","Saudi Arabia",NA,23.2,-0.41,-1.82,0.06,0.08,0.26,-0.01,NA,49,4.99,6.16136363636364,NA,4,1.17
"193","Senegal",NA,25.9,-0.09,0.03,-0.48,-0.05,-0.27,-0.28,73,161,2.08,3.88654545454545,40.31,2,10.96
"194","Serbia",NA,11.8,-0.1,0.29,-0.1,-0.07,-0.34,-0.27,99,91,6.03,2.73090909090909,29.65,3,6.91
"195","Seychelles",NA,NA,0.87,0.01,0.28,-0.29,0.04,0.39,NA,85,NA,3.15672727272727,65.77,4,2.51
"196","Sierra Leone",NA,60.9,-0.15,-0.39,-1.14,-0.69,-0.88,-0.9,78,140,2.67,8.55772727272727,35.35,1,10.57
