"","Country","peaceavg","peacerank","justavg","justrank","instavg","instrank","econavg","econrank","resilavg","resilrank"
"124","Norway",99.0278116743243,166,99.0049751243781,153,95.3342438573603,180,62.2033775932244,126,95.6945923559342,138
"125","Oman",92.2718762416452,129,NA,172,50.7062650865213,100,NA,170,NA,168
"126","Pakistan",59.1303334179485,7,28.314211256642,17,35.674648761013,46,31.1241208070098,23,62.7403981159167,87
"127","Palestine, State of",NA,178,55.5730418203766,84,41.8881125437285,66,NA,171,NA,169
"128","Panama",86.813276599357,90,NA,173,62.6980901530602,129,63.4179167405748,130,52.2054088803409,59
"129","Papua New Guinea",84.1579272527055,65,NA,174,44.9462665246435,78,36.8434988751675,32,33.6777330952621,6
"130","Paraguay",82.6290751017781,56,42.1413341455985,39,43.874779464991,73,49.1752964877102,70,51.4402958583017,55
"131","Peru",81.4739397454988,50,55.506481199445,83,56.6702043440924,114,62.6073985287641,128,58.2448160334289,78
"132","Philippines",72.0817709456767,17,55.157884049142,80,53.9012858119955,107,50.9526872267788,78,34.9004975124378,7
"133","Poland",95.5291339343928,145,75.6579912230232,125,75.4513888888889,149,68.6530511267576,137,81.2798008537363,115
"134","Portugal",94.2982294802097,137,80.5400435464401,130,78.064964418517,156,49.0664487906625,69,NA,170
"135","Qatar",98.1564464157497,163,NA,175,60.441529322555,124,75.2216925144443,140,NA,171
"136","Romania",89.4332969019146,109,NA,176,60.3543001574365,123,60.7001165722615,120,73.5961742582791,108
"137","Russian Federation",75.7854026339876,27,51.0215363093828,65,40.0339773574883,59,53.7400762765226,94,66.5423062182873,97
"138","Rwanda",86.4194576788352,85,56.7970803578479,89,44.3152947049579,76,56.102948249061,99,44.8977600460601,30
"139","Saint Kitts and Nevis",NA,179,NA,177,73.4956450356572,144,NA,172,NA,172
"140","Saint Vincent and the Grenadines",NA,180,NA,178,72.0665085076282,143,NA,173,NA,173
"141","Samoa",NA,181,54.5396599767602,79,57.3702705389999,117,NA,174,NA,174
"142","Sao Tome and Principe",NA,182,47.2738349070972,57,43.3197115980084,70,NA,175,NA,175
"143","Saudi Arabia",85.0482745773543,78,NA,179,39.7430956371914,58,59.231922415953,108,NA,176
"144","Senegal",87.5656738220803,94,51.5799686375379,66,50.2780590373251,98,20.9411474954314,6,49.2816711614098,44
"145","Serbia",87.6026770608216,95,59.9773242630385,96,55.2152753694391,111,49.0153094932099,68,71.2464744082216,106
"146","Sierra Leone",86.8006258186753,89,43.5289538701053,44,36.9490194277237,52,37.6853203324607,38,45.5225911620456,32
"147","Singapore",99.0294622887656,167,NA,180,84.8929734312082,167,67.890301926832,136,NA,177
"148","Slovakia",97.1735290962061,159,69.0250561252693,117,74.6892821705874,147,71.114918988167,139,86.0776080548624,123
"149","Slovenia",95.3860964029574,142,78.2623165352376,126,74.4689690728034,145,55.252193980227,97,87.4126880683554,128
"150","Solomon Islands",91.4170171274829,125,NA,181,38.9284707944215,57,NA,176,NA,178
"151","Somalia",64.8362830318333,8,0.588892273327242,1,2.30654761904762,2,NA,177,NA,179
"152","South Africa",80.9058513102931,44,60.0117327196218,97,65.2674468651688,134,60.1325666752828,117,52.0618861673175,58
"153","South Sudan",71.8492287746541,16,20.8560372739477,8,19.5766114881881,11,NA,178,NA,180
"154","Spain",88.355198079628,101,79.4011800408389,128,77.9070857795173,155,53.2378320934983,89,87.2451109733547,127
"155","Sri Lanka",82.8972881583741,57,60.1578276418362,98,45.8769621078881,82,53.7621002062924,95,65.034147685428,93
"156","Sudan",67.9455044568008,10,29.3774889723717,18,16.670667949279,6,30.8131110261534,22,48.5187392819361,41
"157","Suriname",89.7503504608162,115,60.9548628738394,101,54.1361581769289,108,NA,179,33.5310137279524,4
"158","Swaziland",84.7771670504345,72,42.1255400999537,38,38.2337313284946,56,34.7460055519906,29,43.9162193999827,27
"159","Sweden",97.4050218765364,162,98.8538035446351,152,96.5887749744716,181,60.8797729194036,121,96.4584779333718,139
"160","Switzerland",99.3320670762548,171,96.3177310725285,149,93.8766467875515,177,60.927899089776,122,90.9163183019938,133
"161","Syrian Arab Republic",33.5290549407017,1,42.2970183098115,40,16.9361416970117,7,31.2139730811022,25,67.737333919681,99
"162","Taiwan, Province of China",NA,183,NA,182,79.0145061116753,157,NA,180,NA,181
"163","Tajikistan",79.323949590235,41,41.8045825295292,37,25.379947243622,21,37.1574791481449,34,53.3434619589309,64
"164","Tanzania, United Republic of",84.0820638339765,64,25.976128428154,14,44.4802616006231,77,47.6060323641449,63,54.7187297449564,69
"165","Thailand",75.5964767369848,25,61.0671134125292,102,53.581867859276,106,60.0727010600161,116,72.1472509656192,107
"166","Timor-Leste",85.3753674090895,79,33.2554912512269,23,37.5167147302248,54,NA,181,42.7083520982238,23
"167","Togo",84.7005490651038,70,41.3854762468835,36,28.2852121471096,28,28.1567842659156,16,36.8432420785671,9
"168","Trinidad and Tobago",88.9976820657204,106,59.5407317155718,95,62.2867080694482,128,59.2161367736064,107,61.7541949464605,85
"169","Tunisia",81.1419186506463,47,62.0305501968615,107,50.5174496175558,99,49.2975382607425,72,67.8592041567102,100
"170","Turkey",77.6460364896827,29,64.6021592716689,111,57.7966230275707,119,53.2080918820815,88,64.4889856715711,91
"171","Turkmenistan",89.506195109701,111,NA,183,9.91817841523061,4,NA,182,53.8700710151762,67
"172","Uganda",78.012874884674,34,29.8891032366512,20,43.2088187855918,69,39.6530131857144,43,50.8185730912353,53
"173","Ukraine",81.4567438800522,49,49.8144199636737,62,41.5564438884623,64,44.6492155435265,57,79.7479588214412,114
"174","United Arab Emirates",95.6368424217343,146,80.6601911079523,131,60.0655842216662,122,60.4345673211191,119,NA,182
"175","United Kingdom",92.0176816176965,127,91.6793583104884,142,89.5459843017607,173,60.1972224848546,118,84.9439525835501,121
"176","United States",84.7571888263571,71,87.3799934567525,136,83.9543354912047,166,61.5710979347531,125,81.9877361506278,118
"177","Uruguay",94.8323270480293,140,80.016583747927,129,70.0687133416455,139,51.8903803011786,82,65.0132369745168,92
"178","Uzbekistan",83.6169442646454,61,45.8568833835358,49,18.3968730475255,8,NA,183,56.236849123216,71
"179","Venezuela, Bolivarian Republic of",72.5481655189001,18,34.5201430489277,26,25.1548286501468,19,33.205196936489,27,68.2967837419223,101
"180","Viet Nam",88.7286083315943,103,55.3271059667648,82,35.6224549021389,44,50.3456651447062,75,50.6501482647112,51
"181","Yemen",68.570992095094,11,18.1766902449205,5,28.0191087908489,27,27.5117630109301,15,50.3830598516117,48
"182","Zambia",90.752915987262,121,30.2974921311808,21,45.971624438169,83,55.1580943067169,96,39.000259617779,13
"183","Zimbabwe",82.2144997046579,54,24.5524080278878,11,20.2512722908943,13,23.0623976143531,8,NA,183
